	imp	occ	class1	rel1	class2	rel2	individual_imp
1364	0.0008842755655084	10	http://purl.obolibrary.org/obo/CHEBI_22633	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_22633	rev_hasChemStressResistance	8.842755655084e-05
2850	0.0005301019529565	6	http://purl.obolibrary.org/obo/CHEBI_35962	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_35456	rev_hasChemStressResistance	8.835032549275e-05
1375	0.0008798056942468	10	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000053-APO_0000002	rev_RO_0002200	8.798056942468e-05
1908	0.0007013028445129	8	http://purl.obolibrary.org/obo/CHEBI_30477	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_17634	rev_hasChemStressResistance	8.76628555641125e-05
1910	0.0007007614653918	8	http://purl.obolibrary.org/obo/CHEBI_17071	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000225-APO_0000004	rev_RO_0002200	8.7595183173975e-05
2334	0.0006120130183412	7	http://purl.obolibrary.org/obo/CHEBI_29108	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance_Increased	8.74304311916e-05
828	0.0012180984516933	14	http://purl.obolibrary.org/obo/CHEBI_30089	rev_hasChemNutrientUtilization_Decreased	http://purl.obolibrary.org/obo/CHEBI_26710	rev_hasChemStressResistance	8.700703226380715e-05
2349	0.0006087611660149	7	http://purl.obolibrary.org/obo/CHEBI_77995	rev_hasChemNutrientUtilization_Decreased	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance_Increased	8.696588085927143e-05
1622	0.0007755979467012	9	http://purl.obolibrary.org/obo/CHEBI_17634	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_35456	rev_hasChemStressResistance	8.617754963346667e-05
2978	0.0005142334557062	6	http://purl.obolibrary.org/obo/CHEBI_48958	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000199-APO_0000117	rev_RO_0002200	8.570557595103333e-05
2415	0.0005980204898495	7	http://purl.obolibrary.org/obo/CHEBI_17234	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000317-APO_0000003	rev_RO_0002200	8.543149854992858e-05
775	0.0012729295239251	15	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance_Increased	http://purl.obolibrary.org/obo/CHEBI_55517	rev_hasChemStressResistance_Increased	8.486196826167334e-05
1150	0.0009902434489256	12	http://purl.obolibrary.org/obo/CHEBI_77995	rev_hasChemNutrientUtilization_Decreased	http://purl.obolibrary.org/obo/APO_0000330	rev_RO_0002200	8.252028741046667e-05
1740	0.0007401187838596	9	http://purl.obolibrary.org/obo/APO_0000330	rev_RO_0002200	http://sgd-kg.project-genesis.io#APO_0000053-APO_0000002	rev_RO_0002200	8.223542042884444e-05
3156	0.000491949874648	6	http://sgd-kg.project-genesis.io#APO_0000199-APO_0000117	rev_RO_0002200	http://sgd-kg.project-genesis.io#APO_0000225-APO_0000004	rev_RO_0002200	8.199164577466666e-05
3158	0.0004916053339108	6	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_32588	rev_hasChemStressResistance	8.193422231846667e-05
1022	0.0010647644685405	13	http://purl.obolibrary.org/obo/CHEBI_17833	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_49470	rev_hasChemStressResistance	8.19049591185e-05
1331	0.0008983601834427	11	http://purl.obolibrary.org/obo/CHEBI_77995	rev_hasChemNutrientUtilization_Decreased	http://purl.obolibrary.org/obo/CHEBI_23414	rev_hasChemStressResistance	8.16691075857e-05
3178	0.0004885905078705	6	http://purl.obolibrary.org/obo/CHEBI_22633	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_15379	rev_hasChemStressResistance	8.143175131175e-05
1034	0.0010557435348034	13	http://purl.obolibrary.org/obo/CHEBI_17634	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_49470	rev_hasChemStressResistance	8.121104113872308e-05
3200	0.000486624886184	6	http://purl.obolibrary.org/obo/CHEBI_55517	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_16261	rev_hasChemStressResistance	8.110414769733333e-05
1796	0.0007256507718767	9	http://purl.obolibrary.org/obo/CHEBI_35456	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_29034	rev_hasChemStressResistance	8.062786354185556e-05
625	0.0014475688480949	18	http://purl.obolibrary.org/obo/CHEBI_55517	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance_Increased	8.042049156082779e-05
1819	0.0007208558645951	9	http://purl.obolibrary.org/obo/CHEBI_37947	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_26710	rev_hasChemStressResistance	8.009509606612222e-05
3310	0.0004768018752307	6	http://purl.obolibrary.org/obo/CHEBI_77995	rev_hasChemNutrientUtilization_Decreased	http://sgd-kg.project-genesis.io#APO_0000317-APO_0000003	rev_RO_0002200	7.946697920511666e-05
2698	0.0005504592095477	7	http://purl.obolibrary.org/obo/CHEBI_22633	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_29034	rev_hasChemStressResistance	7.863702993538573e-05
3399	0.0004680831579103	6	http://purl.obolibrary.org/obo/CHEBI_49470	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000221-APO_0000002	rev_RO_0002200	7.801385965171667e-05
286	0.0022352182677476	29	http://purl.obolibrary.org/obo/CHEBI_49786	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000027-APO_0000004	rev_RO_0002200	7.707649199129654e-05
1458	0.0008450161205647	11	http://purl.obolibrary.org/obo/CHEBI_17833	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance_Increased	7.681964732406364e-05
677	0.0013814897055188	18	http://sgd-kg.project-genesis.io#APO_0000199-APO_0000117	rev_RO_0002200	http://purl.obolibrary.org/obo/APO_0000330	rev_RO_0002200	7.674942808437777e-05
1141	0.0009959630879753	13	http://purl.obolibrary.org/obo/CHEBI_17833	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/APO_0000330	rev_RO_0002200	7.661254522886923e-05
3560	0.0004537538353959	6	http://sgd-kg.project-genesis.io#APO_0000027-APO_0000004	rev_RO_0002200	http://sgd-kg.project-genesis.io#APO_0000225-APO_0000004	rev_RO_0002200	7.562563923265e-05
2855	0.0005290790089769	7	http://purl.obolibrary.org/obo/GO_0006270	rev_RO_0002331	http://purl.obolibrary.org/obo/CHEBI_29865	rev_hasChemStressResistance	7.558271556812856e-05
2887	0.0005237880316657	7	http://purl.obolibrary.org/obo/CHEBI_84043	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_15866	rev_hasChemStressResistance	7.482686166652857e-05
3634	0.0004476734384552	6	http://purl.obolibrary.org/obo/CHEBI_55517	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_84043	rev_hasChemStressResistance	7.461223974253333e-05
958	0.0011188212753073	15	http://purl.obolibrary.org/obo/CHEBI_22633	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_55517	rev_hasChemStressResistance_Increased	7.458808502048667e-05
3667	0.00044425400657	6	http://purl.obolibrary.org/obo/CHEBI_84043	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_55517	rev_hasChemStressResistance_Increased	7.404233442833334e-05
549	0.0015530768123804	21	http://purl.obolibrary.org/obo/CHEBI_17634	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/APO_0000330	rev_RO_0002200	7.395603868478095e-05
3695	0.0004421128506169	6	http://purl.obolibrary.org/obo/CHEBI_78067	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_49470	rev_hasChemStressResistance	7.368547510281666e-05
665	0.0013950872724471	19	http://purl.obolibrary.org/obo/CHEBI_27585	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_26710	rev_hasChemStressResistance	7.342564591826843e-05
1377	0.0008788728710418	12	http://purl.obolibrary.org/obo/CHEBI_22633	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_60831	rev_hasChemStressResistance	7.323940592015e-05
2994	0.0005121990406216	7	http://purl.obolibrary.org/obo/CHEBI_60888	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000027-APO_0000004	rev_RO_0002200	7.317129151737143e-05
1549	0.0008043815567969	11	http://purl.obolibrary.org/obo/CHEBI_29866	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000027-APO_0000004	rev_RO_0002200	7.312559607244546e-05
2480	0.0005847539204715	8	http://purl.obolibrary.org/obo/CHEBI_49664	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000225-APO_0000004	rev_RO_0002200	7.30942400589375e-05
3754	0.0004367537236982	6	http://purl.obolibrary.org/obo/GO_0006406	rev_RO_0002331	http://purl.obolibrary.org/obo/CHEBI_48958	rev_hasChemStressResistance	7.279228728303333e-05
1391	0.0008733318764582	12	http://purl.obolibrary.org/obo/CHEBI_55517	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_49786	rev_hasChemStressResistance	7.277765637151667e-05
3783	0.0004341000893561	6	http://purl.obolibrary.org/obo/CHEBI_17234	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_16240	rev_hasChemStressResistance	7.235001489268333e-05
2527	0.0005773446560563	8	http://purl.obolibrary.org/obo/CHEBI_25540	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_49470	rev_hasChemStressResistance	7.21680820070375e-05
3055	0.0005043722343783	7	http://purl.obolibrary.org/obo/CHEBI_49470	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_35962	rev_hasChemStressResistance_Decreased	7.205317633975714e-05
2138	0.000648399818811	9	http://purl.obolibrary.org/obo/CHEBI_26710	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_35962	rev_hasChemStressResistance_Decreased	7.204442431233333e-05
3816	0.0004320285187004	6	http://purl.obolibrary.org/obo/CHEBI_48958	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000028-APO_0000003	rev_RO_0002200	7.200475311673333e-05
2145	0.0006472529743967	9	http://purl.obolibrary.org/obo/CHEBI_17234	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000317-APO_0000004	rev_RO_0002200	7.191699715518889e-05
1014	0.0010698793421532	15	http://purl.obolibrary.org/obo/CHEBI_77995	rev_hasChemNutrientUtilization_Decreased	http://purl.obolibrary.org/obo/CHEBI_26710	rev_hasChemStressResistance	7.132528947688e-05
1600	0.0007832312714024	11	http://purl.obolibrary.org/obo/CHEBI_26873	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000028-APO_0000005	rev_RO_0002200	7.120284285476364e-05
2184	0.0006387391504307	9	http://sgd-kg.project-genesis.io#APO_0000027-APO_0000004	rev_RO_0002200	http://sgd-kg.project-genesis.io#APO_0000030-APO_0000004	rev_RO_0002200	7.097101671452223e-05
3914	0.0004252199979419	6	http://purl.obolibrary.org/obo/CHEBI_17833	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_35456	rev_hasChemStressResistance	7.086999965698333e-05
3924	0.0004248533205534	6	http://purl.obolibrary.org/obo/CHEBI_49976	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_49976	rev_hasChemStressResistance	7.08088867589e-05
1459	0.0008450069696455	12	http://purl.obolibrary.org/obo/CHEBI_77995	rev_hasChemNutrientUtilization_Decreased	http://purl.obolibrary.org/obo/CHEBI_50145	rev_hasChemStressResistance	7.041724747045834e-05
2241	0.0006283842591216	9	http://purl.obolibrary.org/obo/GO_0006612	rev_RO_0002331	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance	6.982047323573333e-05
1930	0.000696363591526	10	http://purl.obolibrary.org/obo/CHEBI_17634	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000334-APO_0000003	rev_RO_0002200	6.96363591526e-05
3222	0.0004844199882557	7	http://purl.obolibrary.org/obo/CHEBI_64648	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_55517	rev_hasChemStressResistance	6.920285546510001e-05
1072	0.0010355971232551	15	http://purl.obolibrary.org/obo/CHEBI_22633	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_55517	rev_hasChemStressResistance	6.903980821700667e-05
678	0.0013793534584707	20	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_15379	rev_hasChemStressResistance	6.8967672923535e-05
3254	0.0004821859646312	7	http://purl.obolibrary.org/obo/CHEBI_22633	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000030-APO_0000004	rev_RO_0002200	6.888370923302857e-05
3262	0.0004814666731922	7	http://purl.obolibrary.org/obo/CHEBI_60871	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_26710	rev_hasChemStressResistance	6.878095331317143e-05
2303	0.0006180131092543	9	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000132-APO_0000002	rev_RO_0002200	6.866812325047778e-05
581	0.0014994124196523	22	http://purl.obolibrary.org/obo/CHEBI_22633	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000027-APO_0000004	rev_RO_0002200	6.815510998419546e-05
1526	0.0008147180343632	12	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_49618	rev_hasChemStressResistance	6.789316953026666e-05
4162	0.0004068934311461	6	http://purl.obolibrary.org/obo/CHEBI_49786	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000199-APO_0000117	rev_RO_0002200	6.781557185768333e-05
3336	0.0004737687379838	7	http://purl.obolibrary.org/obo/CHEBI_22633	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_16261	rev_hasChemStressResistance	6.76812482834e-05
521	0.0016242312196204	24	http://purl.obolibrary.org/obo/CHEBI_49470	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_29034	rev_hasChemStressResistance	6.767630081751667e-05
2352	0.0006084647439818	9	http://purl.obolibrary.org/obo/CHEBI_48958	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_29034	rev_hasChemStressResistance	6.760719377575555e-05
2353	0.0006084441949744	9	http://purl.obolibrary.org/obo/CHEBI_50145	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000132-APO_0000002	rev_RO_0002200	6.760491055271111e-05
1542	0.0008087976103349	12	http://purl.obolibrary.org/obo/CHEBI_22633	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000199-APO_0000117	rev_RO_0002200	6.739980086124167e-05
4288	0.0003973101261105	6	http://sgd-kg.project-genesis.io#APO_0000334-APO_0000003	rev_RO_0002200	http://sgd-kg.project-genesis.io#APO_0000053-APO_0000002	rev_RO_0002200	6.621835435174999e-05
504	0.0016458037148363	25	http://purl.obolibrary.org/obo/CHEBI_63020	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance_Increased	6.5832148593452e-05
3475	0.0004606180953565	7	http://purl.obolibrary.org/obo/CHEBI_17833	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_34905	rev_hasChemStressResistance_Increased	6.580258505092858e-05
4336	0.0003935769617147	6	http://purl.obolibrary.org/obo/CHEBI_30477	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_29036	rev_hasChemStressResistance	6.559616028578333e-05
3509	0.0004581246465242	7	http://purl.obolibrary.org/obo/CHEBI_17634	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_3312	rev_hasChemStressResistance	6.544637807488571e-05
274	0.002282732245038	35	http://purl.obolibrary.org/obo/CHEBI_22633	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_35456	rev_hasChemStressResistance	6.52209212868e-05
519	0.0016287460033827	25	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_29034	rev_hasChemStressResistance	6.5149840135308e-05
2907	0.0005211055879347	8	http://purl.obolibrary.org/obo/CHEBI_24838	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_26710	rev_hasChemStressResistance	6.51381984918375e-05
452	0.0017449921801036	27	http://purl.obolibrary.org/obo/CHEBI_22633	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000028-APO_0000005	rev_RO_0002200	6.462934000383704e-05
2155	0.0006454546778263	10	http://sgd-kg.project-genesis.io#YIL131C	unspec_regulating	http://purl.obolibrary.org/obo/CHEBI_30653	rev_hasChemStressResistance	6.454546778263e-05
2505	0.0005805177568292	9	http://purl.obolibrary.org/obo/CHEBI_63020	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_29034	rev_hasChemStressResistance	6.450197298102222e-05
2506	0.0005805047162286	9	http://purl.obolibrary.org/obo/CHEBI_49470	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000199-APO_0000002	rev_RO_0002200	6.45005240254e-05
2983	0.0005135949774894	8	http://purl.obolibrary.org/obo/CHEBI_48958	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000109-APO_0000003	rev_RO_0002200	6.4199372186175e-05
3623	0.000448809741629	7	http://purl.obolibrary.org/obo/CHEBI_25255	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_37947	rev_hasChemStressResistance	6.411567737557142e-05
3630	0.0004478574401792	7	http://purl.obolibrary.org/obo/GO_0043069	rev_RO_0002331	http://sgd-kg.project-genesis.io#YIL131C	unspec_regulating	6.39796343113143e-05
1498	0.0008274516960665	13	http://purl.obolibrary.org/obo/CHEBI_60831	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_49786	rev_hasChemStressResistance	6.365013046665384e-05
1665	0.0007610152402522	12	http://purl.obolibrary.org/obo/CHEBI_2762	rev_hasChemNutrientUtilization_Decreased	http://sgd-kg.project-genesis.io#APO_0000316-APO_0000004	rev_RO_0002200	6.341793668768333e-05
2580	0.000568300716753	9	http://purl.obolibrary.org/obo/CHEBI_77995	rev_hasChemNutrientUtilization_Decreased	http://purl.obolibrary.org/obo/CHEBI_63020	rev_hasChemStressResistance	6.314452408366667e-05
475	0.0017048555427782	27	http://purl.obolibrary.org/obo/CHEBI_23414	rev_hasChemNutrientUtilization_Decreased	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance	6.314279788067407e-05
4608	0.0003753021186053	6	http://purl.obolibrary.org/obo/CHEBI_17833	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_48958	rev_hasChemStressResistance	6.255035310088333e-05
4642	0.0003734450244783	6	http://purl.obolibrary.org/obo/CHEBI_23414	rev_hasChemNutrientUtilization_Decreased	http://sgd-kg.project-genesis.io#APO_0000027-APO_0000004	rev_RO_0002200	6.224083741305e-05
3101	0.0004975319588948	8	http://purl.obolibrary.org/obo/CHEBI_55517	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_60831	rev_hasChemStressResistance	6.219149486185e-05
3773	0.0004348436791138	7	http://purl.obolibrary.org/obo/CHEBI_53001	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_29034	rev_hasChemStressResistance	6.212052558768571e-05
3110	0.0004967711532559	8	http://purl.obolibrary.org/obo/CHEBI_30089	rev_hasChemNutrientUtilization_Decreased	http://purl.obolibrary.org/obo/APO_0000330	rev_RO_0002200	6.20963941569875e-05
4666	0.00037217565818	6	http://sgd-kg.project-genesis.io#YKL062W	neg_regulating	http://purl.obolibrary.org/obo/CHEBI_29034	rev_hasChemStressResistance	6.202927636333334e-05
1719	0.0007433348251288	12	http://purl.obolibrary.org/obo/CHEBI_26710	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000086-APO_0000003	rev_RO_0002200	6.194456876073334e-05
320	0.0021058026650484	34	http://sgd-kg.project-genesis.io#YIL131C	unspec_regulating	http://purl.obolibrary.org/obo/CHEBI_17234	rev_hasChemStressResistance	6.193537250142353e-05
1042	0.0010519158560911	17	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_37947	rev_hasChemStressResistance	6.187740329947647e-05
2664	0.0005546921845052	9	http://purl.obolibrary.org/obo/CHEBI_37947	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_35456	rev_hasChemStressResistance	6.163246494502223e-05
3152	0.0004921550786401	8	http://purl.obolibrary.org/obo/CHEBI_15379	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_49786	rev_hasChemStressResistance	6.15193848300125e-05
3849	0.000429908717369	7	http://purl.obolibrary.org/obo/CHEBI_55517	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000225-APO_0000004	rev_RO_0002200	6.141553105271429e-05
707	0.0013488739228713	22	http://purl.obolibrary.org/obo/CHEBI_26710	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_29034	rev_hasChemStressResistance	6.131245103960455e-05
124	0.0035525867038104	58	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_55517	rev_hasChemStressResistance	6.125149489328275e-05
3884	0.0004277262753369	7	http://purl.obolibrary.org/obo/CHEBI_17234	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_34653	rev_hasChemStressResistance	6.110375361955714e-05
3888	0.0004273962393511	7	http://purl.obolibrary.org/obo/CHEBI_34653	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_29105	rev_hasChemStressResistance_Increased	6.105660562158571e-05
154	0.0031671431887673	52	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_55517	rev_hasChemStressResistance_Increased	6.090659978398654e-05
2366	0.000606416567588	10	http://purl.obolibrary.org/obo/CHEBI_30477	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_29034	rev_hasChemStressResistance	6.06416567588e-05
1460	0.0008450048353995	14	http://purl.obolibrary.org/obo/CHEBI_17634	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_26710	rev_hasChemStressResistance	6.035748824282143e-05
2067	0.0006633511661998	11	http://purl.obolibrary.org/obo/CHEBI_35456	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_64648	rev_hasChemStressResistance_Decreased	6.030465147270909e-05
1471	0.00083958206897	14	http://purl.obolibrary.org/obo/CHEBI_17634	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_17076	rev_hasChemStressResistance	5.997014778357143e-05
4065	0.0004135316394573	7	http://purl.obolibrary.org/obo/CHEBI_60831	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000055-APO_0000002	rev_RO_0002200	5.9075948493900005e-05
