	imp	occ	class1	rel1	class2	rel2	individual_imp
10239	0.0002014375202914	1	http://purl.obolibrary.org/obo/CHEBI_17234	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_78042	rev_hasChemStressResistance_Increased	0.0002014375202914
10258	0.0002010630400937	1	http://purl.obolibrary.org/obo/CHEBI_38108	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_84043	rev_hasChemStressResistance	0.0002010630400937
4269	0.000398890589998	2	http://purl.obolibrary.org/obo/CHEBI_29108	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_17234	rev_hasChemStressResistance	0.000199445294999
10359	0.0001993044272833	1	http://purl.obolibrary.org/obo/GO_0042276	rev_RO_0002331	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance_Increased	0.0001993044272833
10369	0.0001991845929257	1	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_22977	rev_hasChemStressResistance	0.0001991845929257
10393	0.0001988598784782	1	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000087-APO_0000117-CHEBI_29699	rev_RO_0002200	0.0001988598784782
10419	0.0001985942545344	1	http://purl.obolibrary.org/obo/CHEBI_16842	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000081-APO_0000003	rev_RO_0002200	0.0001985942545344
10432	0.0001984086809281	1	http://purl.obolibrary.org/obo/CHEBI_17158	rev_hasChemStressResistance_Increased	http://sgd-kg.project-genesis.io#APO_0000199-APO_0000002	rev_RO_0002200	0.0001984086809281
10446	0.0001982050873434	1	http://purl.obolibrary.org/obo/CHEBI_35176	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_38108	rev_hasChemStressResistance	0.0001982050873434
10464	0.0001978981889605	1	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_78042	rev_hasChemStressResistance_Increased	0.0001978981889605
10472	0.0001977922705313	1	http://purl.obolibrary.org/obo/CHEBI_45373	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_49807	rev_hasChemStressResistance	0.0001977922705313
10473	0.0001977917213102	1	http://purl.obolibrary.org/obo/GO_0045040	rev_RO_0002331	http://sgd-kg.project-genesis.io#APO_0000027-APO_0000004	rev_RO_0002200	0.0001977917213102
10516	0.0001969223743157	1	http://sgd-kg.project-genesis.io#YHR205W	pos_regulating	http://purl.obolibrary.org/obo/CHEBI_57248	rev_hasChemStressResistance	0.0001969223743157
10538	0.000196599642756	1	http://purl.obolibrary.org/obo/CHEBI_28694	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_49976	rev_hasChemStressResistance	0.000196599642756
10552	0.0001964425514808	1	http://purl.obolibrary.org/obo/CHEBI_57248	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_17234	rev_hasChemStressResistance	0.0001964425514808
10586	0.000195976238371	1	http://purl.obolibrary.org/obo/GO_0031929	rev_RO_0002331	http://purl.obolibrary.org/obo/CHEBI_17234	rev_hasChemStressResistance	0.000195976238371
10605	0.0001955832960963	1	http://purl.obolibrary.org/obo/CHEBI_30089	rev_hasChemStressResistance_Increased	http://sgd-kg.project-genesis.io#APO_0000028-APO_0000003	rev_RO_0002200	0.0001955832960963
4379	0.0003904691246268	2	http://purl.obolibrary.org/obo/CHEBI_22907	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_49468	rev_hasChemStressResistance	0.0001952345623134
10745	0.0001934116776934	1	http://purl.obolibrary.org/obo/CHEBI_5130	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_5100	rev_hasChemStressResistance	0.0001934116776934
4450	0.0003861491786407	2	http://purl.obolibrary.org/obo/CHEBI_35696	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_49867	rev_hasChemStressResistance	0.00019307458932035
10791	0.0001927225680109	1	http://purl.obolibrary.org/obo/CHEBI_49786	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000297-APO_0000002	rev_RO_0002200	0.0001927225680109
10856	0.0001918236335627	1	http://purl.obolibrary.org/obo/GO_0006298	rev_RO_0002331	http://sgd-kg.project-genesis.io#APO_0000109-APO_0000003	rev_RO_0002200	0.0001918236335627
10888	0.0001913221931783	1	http://purl.obolibrary.org/obo/CHEBI_57248	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_28498	rev_hasChemStressResistance	0.0001913221931783
1657	0.0007637562178132	4	http://purl.obolibrary.org/obo/CHEBI_57248	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000028-APO_0000004	rev_RO_0002200	0.0001909390544533
10977	0.000189988108149	1	http://purl.obolibrary.org/obo/GO_0051321	rev_RO_0002331	http://purl.obolibrary.org/obo/CHEBI_17234	rev_hasChemStressResistance	0.000189988108149
11000	0.0001895696720121	1	http://purl.obolibrary.org/obo/CHEBI_77775	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_26873	rev_hasChemStressResistance	0.0001895696720121
11003	0.0001895069272552	1	http://purl.obolibrary.org/obo/CHEBI_3312	rev_hasChemNutrientUtilization_Decreased	http://sgd-kg.project-genesis.io#APO_0000317-APO_0000003	rev_RO_0002200	0.0001895069272552
11031	0.0001891330708449	1	http://purl.obolibrary.org/obo/CHEBI_57248	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_47499	rev_hasChemStressResistance	0.0001891330708449
4585	0.0003771044810432	2	http://purl.obolibrary.org/obo/CHEBI_16261	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_17234	rev_hasChemStressResistance	0.0001885522405216
11120	0.0001877099776281	1	http://purl.obolibrary.org/obo/GO_0007059	rev_RO_0002331	http://purl.obolibrary.org/obo/CHEBI_30823	rev_hasChemNutrientUtilization_Decreased	0.0001877099776281
11144	0.0001874030658978	1	http://purl.obolibrary.org/obo/CHEBI_2762	rev_hasChemNutrientUtilization_Decreased	http://purl.obolibrary.org/obo/CHEBI_28748	rev_hasChemStressResistance	0.0001874030658978
1239	0.0009363178162959	5	http://purl.obolibrary.org/obo/CHEBI_48958	rev_hasChemStressResistance	http://purl.obolibrary.org/obo/CHEBI_24838	rev_hasChemStressResistance	0.00018726356325918
11157	0.0001872062318883	1	http://purl.obolibrary.org/obo/CHEBI_48958	rev_hasChemStressResistance	http://sgd-kg.project-genesis.io#APO_0000155-APO_0000004-CHEBI_34905	rev_RO_0002200	0.0001872062318883
